Material,Material Description,Material Group,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Material type descr.,Material Group Desc.,Material grp desc. 2,Name,PH Level 01,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
CCAG-60/28,Std CementedCup With snapfit60/28 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-60/32,Std CementedCup With snapfit60/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-60/36,Std CementedCup With snapfit60/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-60/40,Std CementedCup With snapfit60/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-61/28,Std CementedCup With snapfit61/28 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-61/32,Std CementedCup With snapfit61/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-61/36,Std CementedCup With snapfit61/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-61/40,Std CementedCup With snapfit61/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-62/28,Std CementedCup With snapfit62/28 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-62/32,Std CementedCup With snapfit62/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-62/36,Std CementedCup With snapfit62/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-62/40,Std CementedCup With snapfit62/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-63/28,Std CementedCup With snapfit63/28 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-63/32,Std CementedCup With snapfit63/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-63/36,Std CementedCup With snapfit63/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-63/40,Std CementedCup With snapfit63/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-64/32,Std CementedCup With snapfit64/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-64/36,Std CementedCup With snapfit64/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-64/40,Std CementedCup With snapfit64/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-65/32,Std CementedCup With snapfit65/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-65/36,Std CementedCup With snapfit65/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-65/40,Std CementedCup With snapfit65/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-66/32,Std CementedCup With snapfit66/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-66/36,Std CementedCup With snapfit66/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-66/40,Std CementedCup With snapfit66/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-67/32,Std CementedCup With snapfit67/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-67/36,Std CementedCup With snapfit67/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-67/40,Std CementedCup With snapfit67/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-68/32,Std CementedCup With snapfit68/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-68/36,Std CementedCup With snapfit68/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-68/40,Std CementedCup With snapfit68/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-69/32,Std CementedCup With snapfit69/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-69/36,Std CementedCup With snapfit69/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-69/40,Std CementedCup With snapfit69/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-70/32,Std CementedCup With snapfit70/32 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-70/36,Std CementedCup With snapfit70/36 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAG-70/40,Std CementedCup With snapfit70/40 UHMWPE,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-37/22,Std CementedCup With snapfit37/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-38/22,Std CementedCup With snapfit38/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-39/22,Std CementedCup With snapfit39/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-40/22,Std CementedCup With snapfit40/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-40/28,Std CementedCup With snapfit40/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-41/22,Std CementedCup With snapfit41/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-41/28,Std CementedCup With snapfit41/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-42/22,Std CementedCup With snapfit42/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-42/28,Std CementedCup With snapfit42/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-43/22,Std CementedCup With snapfit43/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-43/28,Std CementedCup With snapfit43/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-44/22,Std CementedCup With snapfit44/22 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-44/28,Std CementedCup With snapfit44/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-45/28,Std CementedCup With snapfit45/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-46/28,Std CementedCup With snapfit46/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-46/32,Std CementedCup With snapfit46/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-47/28,Std CementedCup With snapfit47/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-47/32,Std CementedCup With snapfit47/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-48/28,Std CementedCup With snapfit48/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-48/32,Std CementedCup With snapfit48/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-49/28,Std CementedCup With snapfit49/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-49/32,Std CementedCup With snapfit49/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-50/28,Std CementedCup With snapfit50/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-50/32,Std CementedCup With snapfit50/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-50/36,Std CementedCup With snapfit50/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-51/28,Std CementedCup With snapfit51/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-51/32,Std CementedCup With snapfit51/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-51/36,Std CementedCup With snapfit51/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-52/28,Std CementedCup With snapfit52/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-52/32,Std CementedCup With snapfit52/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-52/36,Std CementedCup With snapfit52/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-53/28,Std CementedCup With snapfit53/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-53/32,Std CementedCup With snapfit53/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-53/36,Std CementedCup With snapfit53/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-54/28,Std CementedCup With snapfit54/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-54/32,Std CementedCup With snapfit54/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-54/36,Std CementedCup With snapfit54/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-55/28,Std CementedCup With snapfit55/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-55/32,Std CementedCup With snapfit55/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-55/36,Std CementedCup With snapfit55/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-56/28,Std CementedCup With snapfit56/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-56/32,Std CementedCup With snapfit56/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-56/36,Std CementedCup With snapfit56/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-56/40,Std CementedCup With snapfit56/40 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-57/28,Std CementedCup With snapfit57/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-57/32,Std CementedCup With snapfit57/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-57/36,Std CementedCup With snapfit57/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-57/40,Std CementedCup With snapfit57/40 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-58/28,Std CementedCup With snapfit58/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-58/32,Std CementedCup With snapfit58/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-58/36,Std CementedCup With snapfit58/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-58/40,Std CementedCup With snapfit58/40 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-59/28,Std CementedCup With snapfit59/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-59/32,Std CementedCup With snapfit59/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-59/36,Std CementedCup With snapfit59/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-59/40,Std CementedCup With snapfit59/40 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-60/28,Std CementedCup With snapfit60/28 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-60/32,Std CementedCup With snapfit60/32 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-60/36,Std CementedCup With snapfit60/36 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
CCAH-60/40,Std CementedCup With snapfit60/40 E-CiMa,HI-CP-CSF,HI,,KG,0.000,0.000,FG Material-Hip,Cemented Cup With SF,Cemented Cup With sn,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0002,Cup - Cemented / Bi,002,Cemented Cup
